ID,Origin,Destination,Dist,CurrentTime,ShortName,Stopped,Route,TimeRange,WestUrl,EastUrl,nDist,nTime
127,1,26,44.4 miles,1 h 13 min,LS,Stopped,I-94 W and US-41 N,1 h 9 min - 1 h 25 min,"https://www.google.com/maps/dir/41.8732155,-87.620362/41.5888116,-87.1833698/@41.7212402,-87.4514645,15391m/data=!3m1!1e3!4m16!4m15!1m10!3m4!1m2!1d-87.5412701!2d41.727406!3s0x880e27f8fa97f937:0xeeef6d39d159c414!3m4!1m2!1d-87.4944331!2d41.6613107!3s0x8811d928e2754e75:0xca22541b32f43c61!1m0!2m1!2b1!3e0","https://www.google.com/maps/dir/41.5881995,-87.1836656/41.8732155,-87.620362/@41.7272801,-87.4948426,10.5z/am=t/data=!4m16!4m15!1m10!3m4!1m2!1d-87.4719725!2d41.6515096!3s0x8811deb28cbe0eef:0xd532c66fd6103514!3m4!1m2!1d-87.5328566!2d41.7181831!3s0x8811d80c3aac090d:0xdaeb9f1dc6c61f33!1m0!2m1!2b1!3e0",44.4,73
60,2,20,33.2 miles,1 h 15 min,Sky,Stopped,I-90 W,54 min - 1 h 43 min,"https://www.google.com/maps/dir/8006+N+Milwaukee+Ave,+Niles,+IL+60714/41.658386,+-87.559140/@41.7849027,-87.6119851,21731m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3m4!1m2!1d-87.5520522!2d41.7250842!3s0x880e27e590618dab:0xfce64340c09bf1be!1m5!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3e0","https://www.google.com/maps/dir/41.658386,+-87.559140/8006+N+Milwaukee+Ave,+Niles,+IL+60714/@41.7287028,-87.5511239,25848m/am=t/data=!3m1!1e3!4m22!4m21!1m13!2m2!1d-87.55914!2d41.658386!3m4!1m2!1d-87.5607885!2d41.7255628!3s0x880e27dd3707d243:0xdde60fc22d92a88f!3m4!1m2!1d-87.569251!2d41.7379196!3s0x880e2879d79dfd2f:0xe6ce00700f3c5da6!1m5!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3e0",33.2,75
76,2,20,34.1 miles,1 h 6 min,BF_DR,Stopped,I-94 W,48 min - 1 h 29 min,"https://www.google.com/maps/dir/8006+N+Milwaukee+Ave,+Niles,+IL+60714/41.658386,+-87.559140/@41.7192261,-87.9337555,83344m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3m4!1m2!1d-87.5865888!2d41.6602948!3s0x880e26d22d30fddb:0x6573a2958d5735f8!1m5!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3e0","https://www.google.com/maps/dir/41.658386,+-87.559140/8006+N+Milwaukee+Ave,+Niles,+IL+60714/@41.6909445,-87.5466421,43627m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3m4!1m2!1d-87.5902654!2d41.6620211!3s0x880e26d1e5552e3b:0x67da554a638b77f9!1m5!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3e0",34.1,66
72,2,20,74.7 miles,1 h 29 min,TRI,Stopped,I-294 N,1 h 19 min - 1 h 43 min,"https://www.google.com/maps/dir/8006+N+Milwaukee+Ave,+Niles,+IL+60714/41.658386,+-87.559140/@41.656215,-87.749129,25864m/am=t/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3m4!1m2!1d-87.7769586!2d41.6805425!3s0x880e396019cd67ad:0xb52d4ac15e90eb0f!1m5!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3e0","https://www.google.com/maps/dir/41.658386,+-87.559140/8006+N+Milwaukee+Ave,+Niles,+IL+60714/@41.7384521,-87.8917203,73254m/am=t/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3m4!1m2!1d-87.7332875!2d41.6599271!3s0x880e3b7e085ebaf3:0x284ad864e1b6ecbe!1m5!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3e0",74.7,89
47,2,21,51.6 miles,1 h 9 min,BF_DR,Stopped,I-80 W/I-94 W and I-94 W,NA,"https://www.google.com/maps/dir/8006+N+Milwaukee+Ave,+Niles,+IL+60714/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/@41.706777,-87.5284905,25849m/am=t/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3m4!1m2!1d-87.5984156!2d41.6932334!3s0x880e26f53d7849a5:0xd2a758ebbab7f3e5!1m5!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3e0","https://www.google.com/maps/dir/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/8006+N+Milwaukee+Ave,+Niles,+IL+60714/@41.6938788,-87.5976634,36562m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3m4!1m2!1d-87.6242037!2d41.7386656!3s0x880e2f568f61f425:0x1a1d69be01fc5ff1!1m5!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3e0",51.6,69
145,2,21,47.7 miles,1 h 28 min,Sky,Stopped,I-90 W,1 h 6 min - 2 h 3 min,"https://www.google.com/maps/dir/8006+N+Milwaukee+Ave,+Niles,+IL+60714/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/@41.7445949,-87.4564199,43496m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3m4!1m2!1d-87.544998!2d41.719227!3s0x880e27f40bfb3b1f:0xa2fe9b4360012d93!1m5!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3e0","https://www.google.com/maps/dir/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/8006+N+Milwaukee+Ave,+Niles,+IL+60714/@41.6695892,-87.6867455,86984m/am=t/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3m4!1m2!1d-87.4889423!2d41.6173248!3s0x8811def5ef356273:0x43437b4ff4ef75fb!1m5!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3e0",47.7,88
115,2,21,60.9 miles,1 h 15 min,TRI,Stopped,I-80 W and I-294 N,1 h 3 min - 1 h 18 min,"https://www.google.com/maps/dir/8006+N+Milwaukee+Ave,+Niles,+IL+60714/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/@41.6801193,-87.8095375,30766m/am=t/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3m4!1m2!1d-87.7837756!2d41.6915663!3s0x880e397a24e675f1:0xa5c02153a14634f5!1m5!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3e0","https://www.google.com/maps/dir/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/8006+N+Milwaukee+Ave,+Niles,+IL+60714/@41.5821132,-87.6007773,58034m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3m4!1m2!1d-87.5878312!2d41.5778169!3s0x880e21d7980364eb:0x713ff1884c5ea6c4!1m5!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3e0",60.9,75
18,2,22,65.6 miles,1 h 10 min,TRI,Stopped,I-80 W and I-294 N,NA,"https://www.google.com/maps/dir/8006+N+Milwaukee+Ave,+Niles,+IL+60714/598+E+Dunes+Hwy,+Gary,+IN+46402/@41.647919,-87.6336449,18321m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3m4!1m2!1d-87.7256426!2d41.6525248!3s0x880e3c9b68682dfb:0x80929c4d2fe57b1f!1m5!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!3e0","https://www.google.com/maps/dir/598+E+Dunes+Hwy,+Gary,+IN+46402/8006+N+Milwaukee+Ave,+Niles,+IL+60714/@41.6724884,-87.7619092,36573m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!3m4!1m2!1d-87.7825301!2d41.6896042!3s0x880e39638f7b9f31:0xd8b37f90c6ddc533!1m5!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3e0",65.6,70
23,2,22,56.4 miles,1 h 30 min,BF_DR,Stopped,I-94 W,1 h 9 min - 2 h 2 min,"https://www.google.com/maps/dir/8006+N+Milwaukee+Ave,+Niles,+IL+60714/41.6020866,-87.3300111/@41.6005653,-87.3174848,2287m/data=!3m1!1e3!4m14!4m13!1m10!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3m4!1m2!1d-87.5920499!2d41.705421!3s0x880e265b77c47ec7:0xbfe801e794ffcf1e!1m0!3e0","https://www.google.com/maps/dir/598+E+Dunes+Hwy,+Gary,+IN+46402/8006+N+Milwaukee+Ave,+Niles,+IL+60714/@41.6865225,-87.5430179,51809m/am=t/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!3m4!1m2!1d-87.5786298!2d41.6463825!3s0x880e20d7e15356cd:0xbad48c42e8cff371!1m5!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3e0",56.4,90
119,2,22,45.5 miles,1 h 21 min,Sky,Stopped,I-90 W,1 h - 1 h 50 min,"https://www.google.com/maps/dir/8006+N+Milwaukee+Ave,+Niles,+IL+60714/598+E+Dunes+Hwy,+Gary,+IN+46402/@41.6999267,-87.5579962,9140m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3m4!1m2!1d-87.5227667!2d41.6998033!3s0x8811d866eb7a6483:0x72ae1e638b7c2835!1m5!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!3e0","https://www.google.com/maps/dir/598+E+Dunes+Hwy,+Gary,+IN+46402/8006+N+Milwaukee+Ave,+Niles,+IL+60714/@41.7110523,-87.5362043,4576m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!3m4!1m2!1d-87.5318617!2d41.7103674!3s0x8811d87235a06b19:0x7cb3731ba28074b5!1m5!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3e0",45.5,81
1,2,23,60.7 miles,1 h 6 min,TRI,Stopped,I-80 W,NA,"https://www.google.com/maps/dir/8006+N+Milwaukee+Ave,+Niles,+IL+60714/899+E+Chicago+Ave,+East+Chicago,+IN+46312/@41.6285689,-87.7117855,25840m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3m4!1m2!1d-87.6817913!2d41.6075733!3s0x880e22c34027ea37:0xbe687a4fbcb4d467!1m5!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!3e0","https://www.google.com/maps/dir/899+E+Chicago+Ave,+East+Chicago,+IN+46312/8006+N+Milwaukee+Ave,+Niles,+IL+60714/@41.6909717,-87.5347672,51752m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!3m4!1m2!1d-87.6937381!2d41.6297174!3s0x880e2332178f9709:0xd205384a5f05fa95!1m5!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3e0",60.7,66
110,2,23,38.0 miles,1 h 17 min,Sky,Stopped,I-90 W,57 min - 1 h 45 min,"https://www.google.com/maps/dir/8006+N+Milwaukee+Ave,+Niles,+IL+60714/899+E+Chicago+Ave,+East+Chicago,+IN+46312/@41.7243547,-87.5461616,12942m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3m4!1m2!1d-87.5415101!2d41.7168761!3s0x880e27f5aab3504d:0x98e573beb5c56887!1m5!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!3e0","https://www.google.com/maps/dir/899+E+Chicago+Ave,+East+Chicago,+IN+46312/8006+N+Milwaukee+Ave,+Niles,+IL+60714/@41.7385149,-87.5957351,9179m/data=!3m1!1e3!4m26!4m25!1m15!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!3m4!1m2!1d-87.5315711!2d41.7100917!3s0x8811d87235a06b19:0x7cb3731ba28074b5!3m4!1m2!1d-87.6160801!2d41.7716629!3s0x880e28d48ccfbc89:0x78a9ad7b2b5b512e!1m5!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!2m1!2b1!3e0",38,77
126,2,23,40.1 miles,1 h 24 min,BF_DR,Stopped,I-94 W,1 h 2 min - 1 h 51 min,"https://www.google.com/maps/dir/8006+N+Milwaukee+Ave,+Niles,+IL+60714/899+E+Chicago+Ave,+East+Chicago,+IN+46312/@41.6460847,-87.560664,21713m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3m4!1m2!1d-87.5719743!2d41.6591988!3s0x880e272deb3d1b1f:0x7b222589ca37be5!1m5!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!2m1!2b1!3e0","https://www.google.com/maps/dir/899+E+Chicago+Ave,+East+Chicago,+IN+46312/8006+N+Milwaukee+Ave,+Niles,+IL+60714/@41.834056,-87.6811703,17813m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!3m4!1m2!1d-87.6354579!2d41.8456574!3s0x880e2c67d512accb:0x7c3edfe8c52bf1a6!1m5!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!2m1!2b1!3e0",40.1,84
43,2,24,58.5 miles,2 h 8 min,Sky,Stopped,I-90 W,1 h 35 min - 3 h 7 min,"https://www.google.com/maps/dir/8006+N+Milwaukee+Ave,+Niles,+IL+60714/14500+Morse+St,+Cedar+Lake,+IN+46303/@41.7405366,-87.5469004,18317m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3m4!1m2!1d-87.542718!2d41.7176885!3s0x880e27f40bfb3b1f:0xa2fe9b4360012d93!1m5!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!3e0","https://www.google.com/maps/dir/14500+Morse+St,+Cedar+Lake,+IN+46303/8006+N+Milwaukee+Ave,+Niles,+IL+60714/@41.7217146,-87.4999831,87089m/data=!3m1!1e3!4m29!4m28!1m20!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!3m4!1m2!1d-87.4700252!2d41.3733337!3s0x8811fc7d5405bb1f:0x85e7ae4a921c863e!3m4!1m2!1d-87.4696235!2d41.4906522!3s0x8811e3fcda0adf1f:0x41b8eef80833fad1!3m4!1m2!1d-87.5243361!2d41.7029518!3s0x8811d86668b1bbc9:0x55e44159c616d0b5!1m5!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3e0",58.5,128
91,2,24,61.4 miles,1 h 46 min,BF_DR,Stopped,I-94 W,1 h 24 min - 2 h 24 min,"https://www.google.com/maps/dir/8006+N+Milwaukee+Ave,+Niles,+IL+60714/14500+Morse+St,+Cedar+Lake,+IN+46303/@41.590884,-87.5704798,15419m/am=t/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3m4!1m2!1d-87.5785576!2d41.6373308!3s0x880e20df8559ea03:0xf2d3524892d84c03!1m5!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!2m1!2b1!3e0","https://www.google.com/maps/dir/14500+Morse+St,+Cedar+Lake,+IN+46303/8006+N+Milwaukee+Ave,+Niles,+IL+60714/@41.4502137,-87.5709653,10962m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!3m4!1m2!1d-87.5761182!2d41.4429764!3s0x880e1d1c5a248973:0xa7019e4784036e4!1m5!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!2m1!2b1!3e0",61.4,106
73,2,24,70.9 miles,1 h 32 min,TRI,Stopped,I-294 N,1 h 23 min - 1 h 43 min,"https://www.google.com/maps/dir/8006+N+Milwaukee+Ave,+Niles,+IL+60714/14500+Morse+St,+Cedar+Lake,+IN+46303/@41.6089977,-87.6729212,7703m/data=!3m1!1e3!4m24!4m23!1m15!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3m4!1m2!1d-87.6815961!2d41.6064098!3s0x880e22c34027ea37:0xbe687a4fbcb4d467!3m4!1m2!1d-87.5836765!2d41.5566289!3s0x880e1f0b70af4f9b:0x55c8c29d6dbd448c!1m5!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!3e0","https://www.google.com/maps/dir/14500+Morse+St,+Cedar+Lake,+IN+46303/8006+N+Milwaukee+Ave,+Niles,+IL+60714/@41.6573525,-87.8450012,51815m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!3m4!1m2!1d-87.5908953!2d41.5778307!3s0x880e21d84552ec25:0xce8a9a839841c5ac!1m5!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3e0",70.9,92
120,2,25,79.9 miles,1 h 40 min,Sky,Stopped,IN-49 N and I-90 W,NA,"https://www.google.com/maps/dir/8006+N+Milwaukee+Ave,+Niles,+IL+60714/199+E+Indiana+Ave,+Kouts,+IN+46347/@41.6548483,-87.6799191,30806m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3m4!1m2!1d-87.5203988!2d41.6688432!3s0x8811d8bf4129bfed:0xe9a1a6b776b79943!1m5!1m1!1s0x8811867e866ea59f:0x18dd56f7f4a462dd!2m2!1d-87.0246114!2d41.3183005!3e0","https://www.google.com/maps/dir/199+E+Indiana+Ave,+Kouts,+IN+46347/8006+N+Milwaukee+Ave,+Niles,+IL+60714/@41.6459305,-87.5182607,10896m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811867e866ea59f:0x18dd56f7f4a462dd!2m2!1d-87.0246114!2d41.3183005!3m4!1m2!1d-87.5249716!2d41.7036749!3s0x8811d86f0bbac26b:0xed9d7e4dcd3a2eba!1m5!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3e0",79.9,100
25,2,25,82.2 miles,2 h 1 min,BF_DR,Stopped,I-94 W,1 h 35 min - 2 h 42 min,"https://www.google.com/maps/dir/8006+N+Milwaukee+Ave,+Niles,+IL+60714/199+E+Indiana+Ave,+Kouts,+IN+46347/@41.570921,-87.570269,3852m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3m4!1m2!1d-87.5762727!2d41.5778561!3s0x880e202a4f00fc8f:0x60a5dd7b5c2cc9e4!1m5!1m1!1s0x8811867e866ea59f:0x18dd56f7f4a462dd!2m2!1d-87.0246114!2d41.3183005!2m1!2b1!3e0","https://www.google.com/maps/dir/199+E+Indiana+Ave,+Kouts,+IN+46347/8006+N+Milwaukee+Ave,+Niles,+IL+60714/@41.4431136,-87.4970851,15510m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x8811867e866ea59f:0x18dd56f7f4a462dd!2m2!1d-87.0246114!2d41.3183005!3m4!1m2!1d-87.4636009!2d41.421108!3s0x8811e3571cee8557:0xd53f89b9f786c94d!1m5!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!2m1!2b1!3e0",82.2,121
0,2,25,91.5 miles,1 h 43 min,TRI,Stopped,I-294 N,1 h 33 min - 1 h 54 min,"https://www.google.com/maps/dir/8006+N+Milwaukee+Ave,+Niles,+IL+60714/199+E+Indiana+Ave,+Kouts,+IN+46347/@41.6381731,-87.7065934,2725m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3m4!1m2!1d-87.6895525!2d41.6223236!3s0x880e232f2bccdb83:0x9608ca9f259b62be!1m5!1m1!1s0x8811867e866ea59f:0x18dd56f7f4a462dd!2m2!1d-87.0246114!2d41.3183005!3e0","https://www.google.com/maps/dir/199+E+Indiana+Ave,+Kouts,+IN+46347/8006+N+Milwaukee+Ave,+Niles,+IL+60714/@41.6431599,-87.5834105,51818m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811867e866ea59f:0x18dd56f7f4a462dd!2m2!1d-87.0246114!2d41.3183005!3m4!1m2!1d-87.6808238!2d41.5963209!3s0x880e22bf718ba0ef:0x6352f05e0bd3e12f!1m5!1m1!1s0x880fc8f86bf6216b:0x6e84f0a62d067bcb!2m2!1d-87.814749!2d42.026266!3e0",91.5,103
20,2,26,69.4 miles,1 h 16 min,TRI,Stopped,I-94 W and I-294 N,NA,"https://www.google.com/maps/dir/Niles,+IL+60714/41.5881995,-87.1836656/@41.6244224,-87.7029592,12.75z/data=!4m14!4m13!1m10!1m1!1s0x880fc8f84469e011:0xedc834dbc6e869eb!2m2!1d-87.8139926!2d42.026102!3m4!1m2!1d-87.6826427!2d41.6100655!3s0x880e22db8fead595:0xdabd79aa1379a502!1m0!3e0","https://www.google.com/maps/dir/41.5881995,-87.1836656/Niles,+IL+60714/@41.6630515,-87.6527283,11.25z/data=!4m14!4m13!1m5!3m4!1m2!1d-87.6811447!2d41.6071189!3s0x880e22c316d2e8bf:0x57d312c0f2983ba0!1m5!1m1!1s0x880fc8f84469e011:0xedc834dbc6e869eb!2m2!1d-87.8139926!2d42.026102!3e0",69.4,76
101,2,26,54.1 miles,2 h 7 min,Sky,Stopped,I-90 W,1 h 6 min - 1 h 59 min,"https://www.google.com/maps/dir/41.5881995,-87.1836656/Niles,+IL+60714/@41.6666556,-87.5181666,14.25z/data=!4m14!4m13!1m5!3m4!1m2!1d-87.5200466!2d41.6685829!3s0x8811d8bf43966913:0x6b98833cdc1c4d67!1m5!1m1!1s0x880fc8f84469e011:0xedc834dbc6e869eb!2m2!1d-87.8139926!2d42.026102!3e0","https://www.google.com/maps/dir/41.5881995,-87.1836656/Niles,+IL+60714/@41.6669428,-87.6539242,10.46z/data=!4m14!4m13!1m5!3m4!1m2!1d-87.5204038!2d41.6695933!3s0x8811d8bf43966913:0x6b98833cdc1c4d67!1m5!1m1!1s0x880fc8f84469e011:0xedc834dbc6e869eb!2m2!1d-87.8139926!2d42.026102!3e0",54.1,127
114,2,26,60.9 miles,1 h 33 min,BF_DR,Stopped,I-94 W,1 h 12 min - 2 h 5 min,"https://www.google.com/maps/dir/Niles,+IL+60714/41.5881995,-87.1836656/@41.6797594,-87.5536742,12.75z/data=!4m14!4m13!1m10!1m1!1s0x880fc8f84469e011:0xedc834dbc6e869eb!2m2!1d-87.8139926!2d42.026102!3m4!1m2!1d-87.5962554!2d41.6685264!3s0x880e26c723dda8bf:0x5f993ad976201c08!1m0!3e0","https://www.google.com/maps/dir/41.5881995,-87.1836656/Niles,+IL+60714/@41.7963895,-87.7884005,10z/am=t/data=!3m1!4b1!4m11!4m10!1m0!1m5!1m1!1s0x880fc8f84469e011:0xedc834dbc6e869eb!2m2!1d-87.8139926!2d42.026102!2m1!2b1!3e0",60.9,93
12,3,20,47.1 miles,1 h 19 min,BF_DR,Stopped,I-290 W,58 min - 1 h 52 min,"https://www.google.com/maps/dir/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/41.658386,+-87.559140/@41.7338985,-87.6368285,21808m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3m4!1m2!1d-87.6318599!2d41.8063177!3s0x880e2ea4c43b6ad5:0x7e1b1b997109886c!1m5!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3e0","https://www.google.com/maps/dir/41.658386,+-87.559140/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/@41.6551427,-87.5394364,51810m/data=!3m1!1e3!4m34!4m33!1m25!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3m4!1m2!1d-87.6194226!2d41.7137213!3s0x880e26757716e4a7:0xce4db7d1d97fb47a!3m4!1m2!1d-87.6246352!2d41.7387836!3s0x880e2f561ea5595d:0x85181c5a872ef5e5!3m4!1m2!1d-87.6254575!2d41.7631447!3s0x880e2f31a86e2d47:0x9fc20e286a0fc887!3m4!1m2!1d-87.6305125!2d41.7785951!3s0x880e2eda560b4227:0x16b40899c9605252!1m5!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3e0",47.1,79
