ID,Origin,Destination,Dist,CurrentTime,ShortName,Stopped,Route,TimeRange,WestUrl,EastUrl,nDist,nTime
7,3,20,52.8 miles,57 min,TRI,Stopped,I-294 N,55 min - 1 h 8 min,"https://www.google.com/maps/dir/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/41.658386,+-87.559140/@41.6062151,-87.6890307,3236m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3m4!1m2!1d-87.6812648!2d41.6040768!3s0x880e22c3c48368ed:0xb33f749bb2239b51!1m5!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3e0","https://www.google.com/maps/dir/41.658386,+-87.559140/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/@41.6044274,-87.6622803,21872m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3m4!1m2!1d-87.7064245!2d41.6328791!3s0x880e3ccf4e97df17:0x778c1ca5a2ec08f4!1m5!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3e0",52.8,57
107,3,20,46.1 miles,1 h 33 min,Sky,Stopped,I-290 W,1 h 5 min - 2 h 7 min,"https://www.google.com/maps/dir/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/41.658386,+-87.559140/@41.7200129,-87.5747743,10898m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3m4!1m2!1d-87.5550489!2d41.7272184!3s0x880e27e68976a87f:0xe47302de630872e8!1m5!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3e0","https://www.google.com/maps/dir/41.658386,+-87.559140/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/@41.8094893,-87.5847701,61625m/am=t/data=!3m1!1e3!4m24!4m23!1m15!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3m4!1m2!1d-87.5559455!2d41.7286119!3s0x880e27e72c1ba675:0x115027dc84d63471!3m4!1m2!1d-87.6303937!2d41.7902993!3s0x880e2ec5cfeee3ab:0x11a34b39dd926a28!1m5!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3e0",46.1,93
108,3,21,60.7 miles,1 h 43 min,Sky,Stopped,I-90 W and I-290 W,1 h 16 min - 2 h 25 min,"https://www.google.com/maps/dir/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/@41.6345185,-87.6253231,43593m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3m4!1m2!1d-87.5499136!2d41.7239699!3s0x880e27efe3f2a53d:0x6e6547dd38cdec18!1m5!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3e0","https://www.google.com/maps/dir/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/@41.6017552,-87.7598225,87066m/am=t/data=!3m1!1e3!4m29!4m28!1m20!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3m4!1m2!1d-87.5218154!2d41.6872453!3s0x8811d88cfa0f74fb:0x1b7e414592e304d6!3m4!1m2!1d-87.5218638!2d41.6980782!3s0x8811d860e7703269:0xa5942187b9b8c8fc!3m4!1m2!1d-87.5353579!2d41.7135826!3s0x8811d87364b038c1:0x7f2913737ab8bd72!1m5!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3e0",60.7,103
29,3,21,58.5 miles,1 h 2 min,TRI,Stopped,I-80 W and I-294 N,1 h - 1 h 12 min,"https://www.google.com/maps/dir/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/@41.6657813,-87.7540556,4582m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3m4!1m2!1d-87.7556479!2d41.667851!3s0x880e3bee57eb3a97:0x3fcb7802ce89dbe9!1m5!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3e0","https://www.google.com/maps/dir/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/@41.6252764,-87.7224031,6504m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3m4!1m2!1d-87.710086!2d41.6332803!3s0x880e3cc5d5a9b7c7:0xdf61bee5d47aa684!1m5!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3e0",58.5,62
161,3,22,58.5 miles,1 h 14 min,Sky,Stopped,I-90 W,NA,"https://www.google.com/maps/dir/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/598+E+Dunes+Hwy,+Gary,+IN+46402/@41.6891333,-87.6829891,21763m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3m4!1m2!1d-87.5206541!2d41.6695655!3s0x8811d8bf4129bfed:0xe9a1a6b776b79943!1m5!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!3e0","https://www.google.com/maps/dir/598+E+Dunes+Hwy,+Gary,+IN+46402/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/@41.5982182,-87.5026689,21821m/data=!3m1!1e3!4m29!4m28!1m20!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!3m4!1m2!1d-87.5218574!2d41.6973407!3s0x8811d86051d29faf:0xd170793cb9b7336f!3m4!1m2!1d-87.6129537!2d41.7694178!3s0x880e28d169716601:0xc90a6436ce0d4167!3m4!1m2!1d-87.629962!2d41.7780283!3s0x880e2ed83ef47dd5:0x2a70ebc87ec10a65!1m5!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3e0",58.5,74
106,3,22,63.3 miles,1 h 7 min,TRI,Stopped,I-80 W and I-294 N,1 h 4 min - 1 h 17 min,"https://www.google.com/maps/dir/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/598+E+Dunes+Hwy,+Gary,+IN+46402/@41.6158657,-87.7326511,15409m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3m4!1m2!1d-87.7253113!2d41.6519397!3s0x880e3c9b13abcd19:0x3ca3c2c7bf9d6fca!1m5!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!3e0","https://www.google.com/maps/dir/598+E+Dunes+Hwy,+Gary,+IN+46402/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/@41.6154819,-87.6863898,13016m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!3m4!1m2!1d-87.7248448!2d41.6516433!3s0x880e3c9b063e3ea1:0x9e9126a7a6727a47!1m5!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3e0",63.3,67
63,3,23,51.0 miles,1 h 10 min,Sky,Stopped,I-90 W,NA,"https://www.google.com/maps/dir/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/899+E+Chicago+Ave,+East+Chicago,+IN+46312/@41.6831496,-87.59187,21752m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3m4!1m2!1d-87.5206831!2d41.6696476!3s0x8811d8bf4129bfed:0xe9a1a6b776b79943!1m5!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!3e0","https://www.google.com/maps/dir/899+E+Chicago+Ave,+East+Chicago,+IN+46312/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/@41.7473758,-87.5813725,12956m/am=t/data=!3m1!1e3!4m24!4m23!1m15!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!3m4!1m2!1d-87.5218717!2d41.6962364!3s0x8811d86051d29faf:0xd170793cb9b7336f!3m4!1m2!1d-87.6277926!2d41.776314!3s0x880e2f282b372cb7:0x509357e2fcde35c2!1m5!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3e0",51,70
70,3,23,58.3 miles,1 h 2 min,TRI,Stopped,I-294 N,1 h - 1 h 13 min,"https://www.google.com/maps/dir/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/899+E+Chicago+Ave,+East+Chicago,+IN+46312/@41.6201772,-87.7299422,30780m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3m4!1m2!1d-87.7251829!2d41.6516994!3s0x880e3c9b05144d9f:0xaf5b7e60492537c6!1m5!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!3e0","https://www.google.com/maps/dir/899+E+Chicago+Ave,+East+Chicago,+IN+46312/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/@41.5930981,-87.6789922,15476m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!3m4!1m2!1d-87.7248492!2d41.6516521!3s0x880e3c9b063e3ea1:0x9e9126a7a6727a47!1m5!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3e0",58.3,62
143,3,24,74.4 miles,1 h 38 min,BF_DR,Stopped,IL-394 N,NA,"https://www.google.com/maps/dir/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/14500+Morse+St,+Cedar+Lake,+IN+46303/@41.4738728,-87.5924232,36643m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3m4!1m2!1d-87.5211342!2d41.4356071!3s0x8811e2959c1b780d:0x5adc48436e904956!1m5!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!2m1!2b1!3e0","https://www.google.com/maps/dir/14500+Morse+St,+Cedar+Lake,+IN+46303/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/@41.6180266,-87.4105441,73337m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!3m4!1m2!1d-87.5769066!2d41.4549371!3s0x880e1d01a10ec6cf:0xc51ec09ffef18665!1m5!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!2m1!2b1!3e0",74.4,98
89,3,24,83.5 miles,2 h 8 min,Sky,Stopped,I-90 W and I-290 W,1 h 39 min - 3 h,"https://www.google.com/maps/dir/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/14500+Morse+St,+Cedar+Lake,+IN+46303/@41.6441571,-87.6863305,21787m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3m4!1m2!1d-87.5198319!2d41.6672388!3s0x8811d8c7efa45113:0x65455df9652b3d6!1m5!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!3e0","https://www.google.com/maps/dir/14500+Morse+St,+Cedar+Lake,+IN+46303/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/@41.7055246,-87.5520537,61607m/am=t/data=!3m1!1e3!4m29!4m28!1m20!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!3m4!1m2!1d-87.5218633!2d41.6980256!3s0x8811d860e7703269:0xa5942187b9b8c8fc!3m4!1m2!1d-87.5262413!2d41.7050165!3s0x8811d86f0bbac26b:0xed9d7e4dcd3a2eba!3m4!1m2!1d-87.5320434!2d41.7105369!3s0x8811d87235a06b19:0x7cb3731ba28074b5!1m5!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3e0",83.5,128
49,3,24,68.5 miles,1 h 23 min,TRI,Stopped,I-294 N,1 h 19 min - 1 h 35 min,"https://www.google.com/maps/dir/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/14500+Morse+St,+Cedar+Lake,+IN+46303/@41.6179413,-87.7475784,15430m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3m4!1m2!1d-87.7253857!2d41.6520712!3s0x880e3c9b13abcd19:0x3ca3c2c7bf9d6fca!1m5!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!3e0","https://www.google.com/maps/dir/14500+Morse+St,+Cedar+Lake,+IN+46303/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/@41.5894889,-87.7448372,30822m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!3m4!1m2!1d-87.725163!2d41.6522306!3s0x880e3c9b0d171c53:0x4b1013facc629bae!1m5!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3e0",68.5,83
26,3,25,92.8 miles,1 h 49 min,Sky,Stopped,IN-49 N and I-90 W,NA,"https://www.google.com/maps/dir/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/199+E+Indiana+Ave,+Kouts,+IN+46347/@41.6650048,-87.6127608,25912m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3m4!1m2!1d-87.5208589!2d41.6701449!3s0x8811d8bf4129bfed:0xe9a1a6b776b79943!1m5!1m1!1s0x8811867e866ea59f:0x18dd56f7f4a462dd!2m2!1d-87.0246114!2d41.3183005!3e0","https://www.google.com/maps/dir/199+E+Indiana+Ave,+Kouts,+IN+46347/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/@41.6491657,-87.4981416,30813m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811867e866ea59f:0x18dd56f7f4a462dd!2m2!1d-87.0246114!2d41.3183005!3m4!1m2!1d-87.5220816!2d41.6840007!3s0x8811d8928125f25f:0xf7358ac461bc4ce0!1m5!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3e0",92.8,109
30,3,25,89.1 miles,1 h 34 min,TRI,Stopped,I-294 N,1 h 30 min - 1 h 46 min,"https://www.google.com/maps/dir/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/199+E+Indiana+Ave,+Kouts,+IN+46347/@41.6108226,-87.7230814,12984m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3m4!1m2!1d-87.725502!2d41.6522766!3s0x880e3c9b13abcd19:0x3ca3c2c7bf9d6fca!1m5!1m1!1s0x8811867e866ea59f:0x18dd56f7f4a462dd!2m2!1d-87.0246114!2d41.3183005!3e0","https://www.google.com/maps/dir/199+E+Indiana+Ave,+Kouts,+IN+46347/189+Fullerton+Ave,+Glendale+Heights,+IL+60139/@41.6373069,-87.7153046,9178m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811867e866ea59f:0x18dd56f7f4a462dd!2m2!1d-87.0246114!2d41.3183005!3m4!1m2!1d-87.7251382!2d41.6521866!3s0x880e3c9b0d171c53:0x4b1013facc629bae!1m5!1m1!1s0x880faca4b73fe245:0xe2ddecf941bf48a1!2m2!1d-88.0803339!2d41.9175625!3e0",89.1,94
125,3,26,67.7 miles,1 h 22 min,Sky,Stopped,I-90 W,NA,"https://www.google.com/maps/dir/Glendale+Heights,+IL+60139/41.5881995,-87.1836656/@41.6707077,-87.6618258,12z/data=!4m14!4m13!1m10!1m1!1s0x880faca4bef686ed:0x2f675883a2272136!2m2!1d-88.0813785!2d41.9175173!3m4!1m2!1d-87.520385!2d41.6688043!3s0x8811d8bf4129bfed:0xe9a1a6b776b79943!1m0!3e0","https://www.google.com/maps/dir/41.5881995,-87.1836656/Glendale+Heights,+IL+60139/@41.7489187,-87.9221254,10z/data=!4m14!4m13!1m5!3m4!1m2!1d-87.5239796!2d41.702517!3s0x8811d86668b1bbc9:0x55e44159c616d0b5!1m5!1m1!1s0x880faca4bef686ed:0x2f675883a2272136!2m2!1d-88.0813785!2d41.9175173!3e0",67.7,82
147,3,26,68.5 miles,1 h 12 min,TRI,Stopped,I-94 W and I-294 N,1 h 9 min - 1 h 24 min,"https://www.google.com/maps/dir/Glendale+Heights,+IL+60139/41.5881995,-87.1836656/@41.6109297,-87.7194166,12.75z/data=!4m14!4m13!1m10!1m1!1s0x880faca4bef686ed:0x2f675883a2272136!2m2!1d-88.0813785!2d41.9175173!3m4!1m2!1d-87.7251644!2d41.6516607!3s0x880e3c9b05144d9f:0xaf5b7e60492537c6!1m0!3e0","https://www.google.com/maps/dir/41.5881995,-87.1836656/Glendale+Heights,+IL+60139/@41.6409682,-87.7446839,12.25z/data=!4m14!4m13!1m5!3m4!1m2!1d-87.7250221!2d41.6519801!3s0x880e3c9b0d171c53:0x4b1013facc629bae!1m5!1m1!1s0x880faca4bef686ed:0x2f675883a2272136!2m2!1d-88.0813785!2d41.9175173!3e0",68.5,72
35,4,20,11.2 miles,28 min,Sky,Stopped,S Torrence Ave,NA,"https://www.google.com/maps/dir/5527+S+Kimbark+Ave,+Chicago,+IL+60637/41.658386,+-87.559140/@41.7030618,-87.5865966,9163m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3m4!1m2!1d-87.5595633!2d41.700255!3s0x880e27a201c744c3:0x545c2cdde974206b!1m5!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3e0","https://www.google.com/maps/dir/41.658386,+-87.559140/5527+S+Kimbark+Ave,+Chicago,+IL+60637/@41.7115344,-87.6331808,15416m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3m4!1m2!1d-87.5590862!2d41.7281399!3s0x880e27e765904ca9:0x3720d30dc33a7b2!1m5!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3e0",11.2,28
57,4,20,12.0 miles,26 min,BF,Stopped,I-94 W and S Stony Island Ave,NA,"https://www.google.com/maps/dir/5527+S+Kimbark+Ave,+Chicago,+IL+60637/41.658386,+-87.559140/@41.6770288,-87.5760899,10903m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3m4!1m2!1d-87.5905005!2d41.7040869!3s0x880e265aa4baefc7:0x4e8b3d8b310cc160!1m5!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3e0","https://www.google.com/maps/dir/41.658386,+-87.559140/5527+S+Kimbark+Ave,+Chicago,+IL+60637/@41.7269196,-87.6667938,21768m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3m4!1m2!1d-87.5849609!2d41.726374!3s0x880e262e1798e15d:0xa9126b97d6e1605f!1m5!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3e0",12,26
134,4,20,14.4 miles,23 min,BF_DR,Stopped,I-94 W,21 - 28 min,"https://www.google.com/maps/dir/5527+S+Kimbark+Ave,+Chicago,+IL+60637/41.658386,+-87.559140/@41.7304322,-87.6522639,21768m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3m4!1m2!1d-87.5945045!2d41.7105107!3s0x880e26416642eb95:0xa6e526788be0fccc!1m5!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3e0","https://www.google.com/maps/dir/41.658386,+-87.559140/5527+S+Kimbark+Ave,+Chicago,+IL+60637/@41.7140527,-87.5866031,6477m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3m4!1m2!1d-87.6205913!2d41.7141217!3s0x880e26757716e4a7:0xce4db7d1d97fb47a!1m5!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3e0",14.4,23
61,4,21,25.7 miles,41 min,Sky,Stopped,I-90 W,NA,"https://www.google.com/maps/dir/5527+S+Kimbark+Ave,+Chicago,+IL+60637/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/@41.6667489,-87.5844846,18332m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3m4!1m2!1d-87.5195946!2d41.6665668!3s0x8811d8c7efa45113:0x65455df9652b3d6!1m5!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3e0","https://www.google.com/maps/dir/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/5527+S+Kimbark+Ave,+Chicago,+IL+60637/@41.6706805,-87.5915038,18333m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3m4!1m2!1d-87.5220397!2d41.6846807!3s0x8811d8928125f25f:0xf7358ac461bc4ce0!1m5!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3e0",25.7,41
54,4,21,26.5 miles,54 min,LS,Stopped,US-12 W,49 min - 1 h 3 min,"https://www.google.com/maps/dir/5527+S+Kimbark+Ave,+Chicago,+IL+60637/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/@41.6527469,-87.5101602,21766m/data=!3m1!1e3!4m24!4m23!1m15!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3m4!1m2!1d-87.5414756!2d41.7275184!3s0x880e27f8fa97f937:0xeeef6d39d159c414!3m4!1m2!1d-87.480879!2d41.6437612!3s0x8811dec83d576373:0x52d64bc656227e56!1m5!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3e0","https://www.google.com/maps/dir/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/5527+S+Kimbark+Ave,+Chicago,+IL+60637/@41.6662251,-87.4688221,43590m/am=t/data=!3m1!1e3!4m24!4m23!1m15!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3m4!1m2!1d-87.4815887!2d41.6562437!3s0x8811d9350b4cdd13:0x60c50b1f3ea7af72!3m4!1m2!1d-87.5403418!2d41.7429346!3s0x880e280290de1f0f:0xfafa0cce42479c27!1m5!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3e0",26.5,54
77,4,21,31.9 miles,40 min,BF_DR,Stopped,I-80 W/I-94 W and I-94 W,37 - 47 min,"https://www.google.com/maps/dir/5527+S+Kimbark+Ave,+Chicago,+IL+60637/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/@41.6557475,-87.5782109,21753m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3m4!1m2!1d-87.592314!2d41.7072353!3s0x880e2644ee07d423:0xb6e8b481741e5451!1m5!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3e0","https://www.google.com/maps/dir/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/5527+S+Kimbark+Ave,+Chicago,+IL+60637/@41.7130845,-87.5836285,10926m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3m4!1m2!1d-87.5932962!2d41.709811!3s0x880e264469f50f31:0x680918d362faa65a!1m5!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3e0",31.9,40
6,4,22,22.8 miles,53 min,LS,Stopped,US-12 W,48 min - 1 h 2 min,"https://www.google.com/maps/dir/5527+S+Kimbark+Ave,+Chicago,+IL+60637/598+E+Dunes+Hwy,+Gary,+IN+46402/@41.6936797,-87.5080703,18331m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3m4!1m2!1d-87.4820112!2d41.6408087!3s0x8811dec7089bcdbd:0xae14dc0db9abb344!1m5!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!2m1!1b1!3e0","https://www.google.com/maps/dir/598+E+Dunes+Hwy,+Gary,+IN+46402/5527+S+Kimbark+Ave,+Chicago,+IL+60637/@41.5912416,-87.4366346,21759m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!3m4!1m2!1d-87.5415886!2d41.7294951!3s0x880e27f8d351aeff:0x9b2c33dac6590340!1m5!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!2m1!1b1!3e0",22.8,53
